AgentType;TaskName;Distance;Collisions;Collisions_Medicine distribution;Collisions_Undergoing triage;Collisions_monitoring patients;Collisions_Patient round;Collisions_Supporting family member;Collisions_Writing report;Collisions_Monitoring patients;Collisions_Wheeling patient on a stretcher;Collisions_Bringing wheelchair;Collisions_Cleaner;Collisions_Admitting patient in waiting area;Duration;pos0x;pos0y;pos0z;pos1x;pos1y;pos1z;pos2x;pos2y;pos2z;pos3x;pos3y;pos3z;pos4x;pos4y;pos4z;pos5x;pos5y;pos5z;pos6x;pos6y;pos6z;pos7x;pos7y;pos7z;pos8x;pos8y;pos8z;pos9x;pos9y;pos9z;pos10x;pos10y;pos10z;pos11x;pos11y;pos11z;pos12x;pos12y;pos12z;pos13x;pos13y;pos13z;pos14x;pos14y;pos14z;pos15x;pos15y;pos15z;pos16x;pos16y;pos16z;pos17x;pos17y;pos17z;pos18x;pos18y;pos18z;pos19x;pos19y;pos19z;pos20x;pos20y;pos20z;pos21x;pos21y;pos21z;pos22x;pos22y;pos22z;pos23x;pos23y;pos23z;pos24x;pos24y;pos24z;pos25x;pos25y;pos25z;pos26x;pos26y;pos26z;pos27x;pos27y;pos27z
Nurse;Medicine distribution;44.07768;2;0;0;0;0;0;2;0;0;0;0;0;30.11315;-13.22;0.5166667;-13.119;-12.29355;0.5166667;-15.16267;-12.57314;0.5166667;-17;-14.30356;0.5166667;-18.0367;-15.81904;0.5166667;-19.24609;-17.44149;0.5166667;-20.52242;-19.00582;0.5166667;-22.09967;-20.1879;0.5166667;-23.73825;-21.44252;0.5166667;-25.47046;-22.17964;0.5166667;-27.13306;-22.23334;0.5166667;-27.96667;-22.23334;0.5166667;-27.96667;-22.23334;0.5166667;-27.96667;-22.23334;0.5166667;-27.96667;-22.23334;0.5166667;-27.96667;-22.11563;0.5166667;-27.68892;-21.66501;0.5166667;-25.67711;-20.60848;0.5166667;-23.91984;-19.41555;0.5166667;-22.24755;-18.22791;0.5166667;-20.58278;-17.02803;0.5166667;-18.91894;-15.80462;0.5166667;-17.17259;-17.27991;0.5166667;-15.52073;-18.82386;0.5166667;-14.16062;-20.3161;0.5166667;-12.76718;-21.87438;0.5166667;-11.43388;-23.49206;0.5166667;-10.04925;-24.95392;0.5166667;-10.9734
Nurse;Medicine distribution;39.23557;0;0;0;0;0;0;0;0;0;0;0;0;28.28673;-14.44597;0.5166667;-12.69543;-16.43748;0.5166667;-11.57945;-18.33974;0.5166667;-11.54924;-19.55336;0.5166667;-10.84701;-18.09841;0.5166667;-9.452785;-16.14165;0.5166667;-8.008914;-14.6504;0.5166667;-6.654873;-14.49402;0.5166667;-4.564442;-14.46667;0.9;-3.966667;-14.46667;0.9;-3.966667;-14.46667;0.9;-3.966667;-14.46667;0.9;-3.966667;-14.46667;0.9;-3.966667;-14.38348;0.5227301;-4.093377;-14.09299;0.5166667;-6.119679;-13.70718;0.5166667;-8.138386;-11.93602;0.5166667;-9.132969;-10.34231;0.5166667;-10.37046;-9.423427;0.5166667;-12.0498;-9.1087;0.5166667;-14.03543;-8.751483;0.5166667;-16.12362;-8.384899;0.5166667;-18.49236;-8.067721;0.5166667;-20.43188;-7.781468;0.5166667;-22.44297;-6.973233;0.5166667;-24.05671;-5.395;0.5166667;-24.139;-5.395;0.5166667;-24.139;NaN;NaN;NaN
Nurse;Medicine distribution;29.03237;1;2;0;0;0;0;0;0;1;0;0;0;28.05536;-12.8692;0.5166667;-13.97068;-11.99861;0.5166667;-16.0787;-13.0737;0.5166667;-17.1737;-14.70911;0.5166667;-17.63268;-16.61283;0.5166667;-16.83442;-18.37835;0.5194058;-17.38885;-19.40033;0.5166667;-18.45373;-19.40033;0.5166667;-18.45373;-19.40033;0.5166667;-18.45373;-19.40033;0.5166667;-18.45373;-19.40033;0.5166667;-18.45373;-19.40033;0.5166667;-18.45373;-18.36079;0.5166667;-17.6382;-16.71615;0.5166667;-16.48576;-15.4096;0.5166667;-17.38319;-14.315;0.5166667;-19.14108;-14.40764;0.5236516;-20.92535;-15.49731;0.5166667;-22.1305;-15.49731;0.5166667;-22.1305;-15.49731;0.5166667;-22.1305;-15.49731;0.5166667;-22.1305;-15.49731;0.5166667;-22.1305;-15.49731;0.5166667;-22.1305;-14.39312;0.5170296;-21.07955;-13.6713;0.5166667;-19.15999;-12.9253;0.5166667;-17.15849;-11.75099;0.5166667;-15.51522;NaN;NaN;NaN
Nurse;Medicine distribution;35.7442;2;0;1;0;0;0;0;0;0;1;0;0;26.86236;-14.02287;0.5166667;-12.74092;-15.86562;0.5166667;-11.87316;-17.75968;0.5166667;-11.59265;-19.78675;0.5166667;-11.98295;-22.07204;0.5166667;-12.43341;-23.84912;0.5166667;-13.3941;-24.31;0.5166667;-13.709;-24.31;0.5166667;-13.709;-24.31;0.5166667;-13.709;-24.31;0.5166667;-13.709;-24.31;0.5166667;-13.709;-23.89655;0.5166667;-13.38179;-22.07741;0.5166667;-12.56587;-20.39763;0.5166667;-12.25248;-19.07287;0.5166667;-13.82388;-17.7977;0.5166667;-15.37211;-16.50807;0.5166667;-16.9492;-15.90744;0.5166667;-18.47717;-17.35967;0.5166667;-19.66908;-18.99719;0.5166667;-21.03738;-20.82777;0.5166667;-22.48922;-22.51161;0.5166667;-23.3836;-24.34942;0.5166667;-22.51241;-26.12184;0.5166667;-22.53018;-26.78;0.5166667;-22.965;-26.78;0.5166667;-22.965;NaN;NaN;NaN;NaN;NaN;NaN
Nurse;Medicine distribution;31.65539;0;0;0;0;0;0;0;0;0;0;0;0;26.01943;-12.75424;0.5166667;-14.24977;-11.98717;0.5166667;-16.10762;-13.10998;0.5166667;-17.20998;-14.9863;0.5166667;-18.53707;-16.56297;0.5166667;-19.8005;-18.23024;0.5166667;-21.14021;-19.39025;0.5166667;-22.68207;-20.66715;0.5166667;-24.40978;-20.08925;0.5166667;-25.97632;-18.92273;0.5166667;-27.61778;-17.67541;0.5166667;-29.23486;-17.28996;0.5166667;-31.07464;-17.29521;0.5166667;-32.16669;-17.29521;0.5166667;-32.16669;-17.29521;0.5166667;-32.16669;-17.29521;0.5166667;-32.16669;-17.29521;0.5166667;-32.16669;-17.29521;0.5166667;-32.16669;-17.15396;0.5166667;-30.653;-16.09806;0.5166667;-29.90655;-14.30483;0.5166667;-30.91169;-12.69174;0.5166667;-31.55464;-11.91906;0.5333334;-29.56755;-11.88;0.5333334;-29.474;-11.88;0.5333334;-29.474;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Nurse;Medicine distribution;36.19123;5;0;0;0;0;0;0;0;0;0;5;0;25.00124;-12.69459;0.5166667;-14.39461;-11.90722;0.5166667;-16.29838;-11.64703;0.5166667;-18.57532;-11.40026;0.5166667;-20.07412;-10.5168;0.5166667;-21.97935;-9.635868;0.5166667;-23.71659;-8.853626;0.5166667;-25.69233;-8.324656;0.5166667;-27.62648;-7.800931;0.5166667;-29.51576;-6.95455;0.5166667;-31.28347;-6.400001;0.9;-31.7;-6.400001;0.9;-31.7;-6.400001;0.9;-31.7;-6.400001;0.9;-31.7;-6.400001;0.9;-31.7;-6.535668;0.5166667;-31.44885;-7.827381;0.5166667;-29.915;-7.989199;0.5166667;-27.82135;-7.921042;0.5166667;-25.36938;-7.865437;0.5166667;-23.32158;-7.758618;0.5166667;-21.28002;-7.743825;0.5166667;-19.22923;-7.674831;0.5166667;-17.06775;-7.787403;0.5166667;-14.98377;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Nurse;Medicine distribution;27.90123;2;2;0;2;0;0;0;0;0;0;0;0;23.99405;-12.74283;0.5166667;-14.27748;-11.84231;0.5166667;-16.45803;-12.36325;0.5166667;-16.9672;-14.03851;0.5166667;-17.68083;-15.86445;0.5166667;-17.01221;-17.87176;0.5166667;-16.68979;-19.0808;0.5166667;-18.2521;-19.40033;0.5166667;-18.45373;-19.40033;0.5166667;-18.45373;-19.40033;0.5166667;-18.45373;-19.40033;0.5166667;-18.45373;-19.40033;0.5166667;-18.45373;-19.34173;0.5166667;-18.41953;-17.69142;0.5187286;-17.19637;-16.00334;0.5166667;-16.58616;-14.24145;0.5166667;-17.60382;-12.36832;0.5166667;-18.6261;-10.20654;0.5166667;-19.40627;-8.511769;0.5166667;-18.2844;-6.668086;0.5166667;-17.26521;-4.713958;0.5166667;-17.88691;-4.63;0.5166667;-17.914;-4.63;0.5166667;-17.914;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Nurse;Medicine distribution;29.99391;2;0;0;2;0;0;0;0;0;0;0;0;22.96228;-14.7663;0.5166667;-12.39084;-16.59235;0.5166667;-11.52734;-18.62014;0.5166667;-11.57778;-19.63118;0.5166667;-10.79896;-17.99757;0.5166667;-9.447658;-16.12939;0.5166667;-8.757155;-14.2081;0.5166667;-8.154016;-12.18902;0.5166667;-7.521801;-10.96667;0.5166667;-7.266667;-11.233;0.5166667;-5.950168;-10.12661;0.5166667;-4.210531;-9.689417;0.5166667;-3.523122;-9.689417;0.5166667;-3.523122;-9.689417;0.5166667;-3.523122;-9.689417;0.5166667;-3.523122;-9.689417;0.5166667;-3.523122;-9.098052;0.5166667;-3.820463;-8.134799;0.5166667;-5.622941;-8.041703;0.5166667;-7.57755;-7.951542;0.5166667;-9.626407;-7.807383;0.5166667;-11.71793;-7.738428;0.5166667;-13.86694;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Nurse;Medicine distribution;30.54576;0;1;0;0;0;0;0;0;0;0;0;0;22.10558;-13.22;0.5166667;-13.119;-12.45051;0.5166667;-14.98719;-11.88071;0.5166667;-16.86587;-13.12164;0.5166667;-17.22164;-12.01243;0.5166667;-18.7026;-10.41894;0.5166667;-19.42734;-9.593997;0.5166667;-17.60613;-9.161683;0.5166667;-15.53696;-8.741791;0.5166667;-13.56991;-8.314321;0.5166667;-11.56737;-7.856791;0.5166667;-9.537035;-7.348903;0.5166667;-7.627336;-5.733786;0.5166667;-6.255525;-4.59;0.5166667;-5.049999;-4.59;0.5166667;-5.049999;-4.59;0.5166667;-5.049999;-4.59;0.5166667;-5.049999;-4.59;0.5166667;-5.049999;-4.574374;0.5166667;-5.027966;-5.893063;0.5166667;-6.447004;-7.550682;0.5166667;-7.74755;-8.690435;0.5166667;-6.640574;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Nurse;Medicine distribution;29.36716;6;1;0;6;0;0;0;0;0;0;0;0;21.04438;-13.22;0.5166667;-13.119;-12.58532;0.5166667;-14.65988;-11.80569;0.5166667;-16.47765;-11.75398;0.5166667;-18.50047;-11.72347;0.5166667;-20.44248;-11.69337;0.5166667;-22.44967;-12.59644;0.5166667;-24.23662;-13.23;0.5166667;-25.174;-13.23;0.5166667;-25.174;-13.23;0.5166667;-25.174;-13.23;0.5166667;-25.174;-13.23;0.5166667;-25.174;-13.19697;0.5166667;-25.1151;-12.14583;0.5166667;-23.62512;-11.68598;0.5166667;-21.60691;-13.06831;0.5166667;-19.7888;-14.57146;0.5166667;-18.38372;-16.03099;0.5166667;-16.99259;-17.53191;0.5166667;-15.59503;-19.04883;0.5166667;-14.14808;-20.6286;0.5166667;-12.68953;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Nurse;Medicine distribution;27.34089;0;1;0;0;0;0;0;0;0;0;0;0;20.06162;-13.22;0.5166667;-13.119;-14.95255;0.5166667;-12.30313;-16.93306;0.5166667;-11.5413;-18.92978;0.5166667;-11.60853;-20.35319;0.5166667;-10.35357;-21.63996;0.5166667;-8.700615;-22.96929;0.5166667;-7.200903;-23.6333;0.5166667;-5.306708;-23.925;0.7701981;-4.198999;-23.925;0.7701981;-4.198999;-23.925;0.7701981;-4.198999;-23.925;0.7701981;-4.198999;-23.925;0.7701981;-4.198999;-23.925;0.7701981;-4.198999;-23.35264;0.5166667;-5.86246;-22.76961;0.5166667;-7.83452;-21.53329;0.5166667;-9.465647;-20.37786;0.5166667;-11.16003;-19.18052;0.5166667;-12.82118;-17.98631;0.5166667;-14.60915;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Nurse;Medicine distribution;25.20469;0;1;0;0;0;0;0;0;0;0;0;0;19.02177;-13.22;0.5166667;-13.119;-15.16415;0.5166667;-12.20349;-17.00624;0.5166667;-11.48052;-19.00679;0.5166667;-11.6254;-20.95434;0.5166667;-11.06279;-22.82618;0.5166667;-10.32903;-24.58145;0.5166667;-10.24207;-25.67828;0.5166667;-11.9108;-25.715;0.5166667;-11.96;-25.715;0.5166667;-11.96;-25.715;0.5166667;-11.96;-25.715;0.5166667;-11.96;-25.715;0.5166667;-11.96;-25.05073;0.5166667;-11.31736;-23.54876;0.5166667;-9.966342;-21.62809;0.5166667;-9.433983;-19.77946;0.5166667;-8.821848;-17.70679;0.5166667;-8.135232;-15.67198;0.5166667;-7.442948;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Patient;Undergoing triage;42.54087;1;1;0;0;0;0;0;0;0;0;0;0;30.11285;-20.585;0.5166667;-43.81;-18.30193;0.5166667;-43.55145;-17.11349;0.5166667;-41.98161;-16.96122;0.5166667;-39.95046;-16.7973;0.5166667;-37.85856;-16.68437;0.5166667;-35.80511;-16.74689;0.5166667;-33.39581;-15.96204;0.5166667;-31.63056;-16.17846;0.5166667;-29.89032;-17.40833;0.5166667;-28.27701;-18.7499;0.5166667;-26.5983;-20.00153;0.5166667;-25.03569;-20.60841;0.5166667;-23.44928;-19.31819;0.5166667;-21.76249;-18.08794;0.5166667;-20.17125;-16.83548;0.5166667;-18.55129;-15.88964;0.5166667;-16.72527;-17.40776;0.5166667;-15.42375;-18.93125;0.5166667;-14.06067;-20.55323;0.5166667;-12.81596;-21.99098;0.5166667;-11.99098;-23.68555;0.5166667;-13.27078;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
